swizzle,swizzle_n_maj,denoise_dtype,skip_denoising,pipeline_stages,median_ms,mean_ms,min_ms,max_ms,tops
4,False,fp16,False,1,17.314671516418457,17.581187200546264,14.9716796875,19.79644775390625,23.813149445256574
4,False,fp16,False,2,19.181663513183594,18.599715137481688,15.704928398132324,20.36400032043457,21.49536509868468
4,False,fp16,True,,17.722304344177246,17.613809633255006,14.501248359680176,20.227008819580078,23.26542036569126
4,False,fp16,True,1,17.86569595336914,18.737486267089842,16.94633674621582,22.370880126953125,23.078690104890352
4,False,fp16,True,2,19.205936431884766,18.528235530853273,16.78313636779785,19.734176635742188,21.46819874564885
4,False,int32,False,,19.089872360229492,18.575438499450684,15.054464340209961,22.980192184448242,21.598722748665
4,False,int32,False,1,21.85105609893799,21.476068830490114,9.349504470825195,28.28495979309082,18.869424825468258
4,False,int32,False,2,23.678048133850098,22.910079860687254,18.03446388244629,27.034847259521484,17.413464914219535
4,False,int32,True,,23.141488075256348,22.149921703338624,17.813535690307617,25.956096649169922,17.8172146525384
4,False,int32,True,1,23.18841552734375,21.31977434158325,9.300607681274414,25.845216751098633,17.78115714416953
4,False,int32,True,2,21.38046360015869,19.13029899597168,9.318016052246094,27.2840633392334,19.284748363124347
8,True,fp16,False,,11.861023902893066,12.536291074752807,10.12054443359375,16.960351943969727,34.76233281305758
8,True,fp16,False,1,12.761568069458008,13.007351970672607,10.112735748291016,16.120832443237305,32.30926310715603
8,True,fp16,False,2,11.694960117340088,12.302216053009033,9.500351905822754,19.327007293701172,35.25594412285843
8,True,fp16,True,,24.18009662628174,23.617793846130372,9.297216415405273,30.71401596069336,17.05191119740382
8,True,fp16,True,1,24.143839836120605,22.684260654449464,18.16819190979004,26.97225570678711,17.07751804247598
8,True,fp16,True,2,23.40169620513916,22.164083099365236,9.300064086914062,26.252384185791016,17.619101487414945
8,True,int32,False,,22.68678379058838,21.19601445198059,9.350591659545898,25.991647720336914,18.17431964891603
8,True,int32,False,1,20.832096099853516,20.043451261520385,9.348320007324219,23.904415130615234,19.792384714416677
8,True,int32,False,2,20.188928604125977,20.69316644668579,17.675968170166016,22.857696533203125,20.42291933865849
8,True,int32,True,,19.235936164855957,18.890803194046022,15.065376281738281,22.06096076965332,21.434717649422367
8,True,int32,True,1,19.636272430419922,19.80464963912964,16.927871704101562,22.09881591796875,20.997715420634066
8,True,int32,True,2,19.744688034057617,19.5104238986969,11.700703620910645,22.478975296020508,20.882419600896938
8,False,fp16,False,,19.62604808807373,19.78909730911255,16.567455291748047,22.755647659301758,21.008654343742023
8,False,fp16,False,1,20.335984230041504,20.719700622558594,17.24224090576172,22.842079162597656,20.275235058793047
8,False,fp16,False,2,19.781039237976074,19.538993549346923,14.991104125976562,22.52934455871582,20.84404441321895
8,False,fp16,True,,19.82136058807373,20.21127853393555,17.399616241455078,22.555328369140625,20.80164268158695
8,False,fp16,True,1,20.094383239746094,19.975262260437013,15.367136001586914,22.797311782836914,20.519010486495024
8,False,fp16,True,2,20.068464279174805,19.618617486953735,9.311615943908691,22.910400390625,20.54551133959285
8,False,int32,False,,19.939711570739746,19.65588970184326,14.933919906616211,22.534751892089844,20.67817575761972
8,False,int32,False,1,24.214655876159668,22.75458393096924,9.35580825805664,27.22719955444336,17.0275746442444
8,False,int32,False,2,24.400896072387695,22.271996784210206,9.331168174743652,27.3571834564209,16.89761143167943
8,False,int32,True,,24.401936531066895,23.586174488067627,18.600191116333008,30.576160430908203,16.89689094515372
